#DUP_ID	UC1_COI	UC2_COI	UC3_COI	UC4_COI	UC5_COI	UC6_COI	UC7_COI	UC9_COI	UC10_COI	UC12_COI	UC13_COI	UC14_COI	UC15_COI	GOC2a_COI	GOC2b_COI	CP23_COI	UC3_2_COI	CP23_2_COI	UC3_1_COI	CP23_1_COI	NTC_2_COI	taxonomy
OTU_177	728	106	33	1685	6	46	117	0	1	0	0	1	0	0	0	0	388	0	23	0	0	k__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Metschnikowiaceae; g__Clavispora; s__Clavispora lusitaniae
OTU_180	0	115	63	3	29	55	27	0	12	103	242	256	1042	736	434	41	1	87	6	81	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Clausocalanidae; g__Clausocalanus; s__Clausocalanus furcatus
OTU_181	314	289	2939	0	1037	16	442	318	19	4	28	0	5	0	0	0	129	0	1064	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Clausocalanidae; g__Clausocalanus; s__Clausocalanus parapergens
OTU_183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1345	0	2105	0	1582	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Decapoda; f__Portunidae; g__Achelous;s__
OTU_184	0	0	0	0	0	6151	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Calanidae; g__Calanus; s__Calanus pacificus
OTU_186	0	1	0	0	0	0	0	0	0	3148	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae;g__;s__
OTU_187	0	5	0	0	0	0	2955	0	0	0	0	0	0	0	1	0	0	0	0	0	0	k__Eukaryota; p__Cnidaria; c__Hydrozoa; o__Siphonophorae; f__Diphyidae; g__Lensia; s__Lensia campanella
OTU_188	0	0	0	0	0	0	0	0	0	0	8	0	0	3071	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae;g__;s__
OTU_189	0	0	0	0	0	0	0	0	0	0	0	3236	0	0	7	154	0	25	0	229	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Amphipoda; f__Hyperiidae; g__unknown; s__Hyperiidae sp. BMOO-09829
OTU_192	64	2	1577	31	1069	494	317	2	48	0	1	0	1	0	0	1	100	0	745	0	0	k__Eukaryota; p__Cnidaria; c__Hydrozoa; o__Siphonophorae; f__Agalmatidae; g__Nanomia; s__Nanomia bijuga
OTU_195	70	11	44	6	3389	7	850	0	141	0	0	0	1	0	0	0	17	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Euphausiacea; f__Euphausiidae; g__Nematoscelis; s__Nematoscelis difficilis
OTU_196	1	0	115	2	0	0	35	0	105	0	366	480	457	276	84	1796	4	76	55	2124	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Euchaetidae; g__Euchaeta; s__Euchaeta marina
OTU_199	0	1	0	0	0	0	0	0	0	2845	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae;g__;s__
OTU_200	0	1	0	2	82	24	371	160	4223	400	2890	1713	26	0	1	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Clausocalanidae; g__Clausocalanus; s__Clausocalanus brevipes
OTU_201	0	0	0	2841	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Cnidaria; c__Hydrozoa; o__Siphonophorae; f__Diphyidae; g__Lensia; s__Lensia campanella
OTU_202	0	0	231	0	0	0	0	0	0	2	0	1	0	0	0	229	0	2737	69	197	1	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Euphausiacea; f__Euphausiidae; g__Stylocheiron;s__
OTU_203	33	135	599	1	383	99	198	88	189	192	646	7	23	0	0	0	183	0	162	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Clausocalanidae; g__Clausocalanus; s__Clausocalanus arcuicornis
OTU_204	243	68	1254	0	543	5	132	183	1	33	1	0	2	0	0	0	24	0	487	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Clausocalanidae; g__Clausocalanus; s__Clausocalanus parapergens
OTU_205	0	0	0	5468	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	k__Eukaryota; p__Cnidaria; c__Hydrozoa; o__Siphonophorae; f__Diphyidae; g__Diphyes; s__Diphyes dispar
OTU_207	25	435	980	3	440	205	368	80	389	244	519	129	49	0	0	0	175	0	383	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Clausocalanidae; g__Clausocalanus; s__Clausocalanus arcuicornis
OTU_209	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1297	0	0	0	1509	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Amphipoda; f__Hyperiidae; g__unknown; s__Hyperiidae sp. BMOO-09829
OTU_210	9	0	0	469	234	246	759	1	0	40	0	2	29	0	1	1163	148	986	0	1035	0	k__Eukaryota; p__Mollusca; c__Gastropoda; o__Littorinimorpha; f__unknown; g__Atlanta;s__
OTU_211	0	0	0	1	0	0	0	0	3	4	140	1028	229	404	522	136	0	92	0	158	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Poecilostomatoida; f__Oncaeidae; g__Oncaea; s__Oncaea scottodicarloi
OTU_213	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1177	0	1267	0	1199	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Decapoda; f__Portunidae; g__Achelous; s__Achelous gibbesii
OTU_216	115	30	37	1605	1	923	2	0	0	0	0	2	0	0	0	0	4	0	22	0	0	k__Eukaryota; p__Cnidaria; c__Hydrozoa; o__Siphonophorae; f__Diphyidae; g__Lensia; s__Lensia campanella
OTU_217	2943	8	249	1	256	0	108	0	18	0	0	0	1	0	0	0	34	0	83	4	0	k__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Ceratopogonidae; g__Forcipomyia; s__Forcipomyia palustris
OTU_225	516	45	13	0	34	5	30	1423	2142	108	233	20	158	4	0	41	5	8	9	36	0	k__Eukaryota; p__unknown; c__Dinophyceae; o__Syndiniales; f__Syndiniaceae; g__Hematodinium;s__
OTU_226	0	0	0	0	0	0	0	0	0	0	0	2071	0	0	529	41	0	0	0	69	0	k__Eukaryota; p__Mollusca; c__Gastropoda; o__Littorinimorpha; f__Pomatiopsidae; g__Blanfordia; s__Blanfordia japonica
OTU_230	0	0	0	0	0	0	0	0	75	4	1549	96	718	0	0	0	0	1	0	0	0	k__Eukaryota; p__Arthropoda; c__Branchiopoda; o__Diplostraca; f__Podonidae; g__Evadne; s__Evadne spinifera
OTU_231	0	0	0	0	0	2846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Cnidaria; c__Hydrozoa; o__Siphonophorae; f__Diphyidae; g__Diphyes; s__Diphyes bojani
OTU_232	0	0	0	0	0	0	0	0	0	0	0	2575	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Pontellidae; g__Labidocera; s__Labidocera acuta
OTU_233	0	0	0	1	0	0	0	0	0	9	0	2566	0	0	0	6	0	0	0	1	0	k__Eukaryota; p__Chordata; c__Actinopteri; o__Gadiformes; f__Bregmacerotidae; g__Bregmaceros; s__Bregmaceros bathymaster
OTU_237	0	0	0	0	0	0	0	0	0	0	2485	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae;g__;s__
OTU_238	0	0	0	0	0	0	0	0	0	0	0	22	32	559	286	1298	0	7	0	1068	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Euphausiacea; f__Euphausiidae; g__Euphausia; s__Euphausia tenera
OTU_239	0	10	413	0	0	0	2	167	601	45	0	732	361	13	78	34	2	93	178	27	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Scolecitrichidae; g__Scaphocalanus; s__Scaphocalanus brevicornis
OTU_240	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2410	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae;g__;s__
OTU_245	0	0	0	0	0	0	0	0	0	0	0	2759	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__unknown; f__Hemisquillidae; g__Hemisquilla;s__
OTU_247	214	0	1	1	973	2	900	0	294	0	0	0	1	0	0	0	0	0	0	0	1	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Euphausiacea; f__Euphausiidae; g__Nematoscelis; s__Nematoscelis difficilis
OTU_248	0	0	0	1	0	0	0	0	149	126	133	131	285	44	84	1721	0	1186	0	1538	0	k__Eukaryota; p__Mollusca; c__Gastropoda; o__Littorinimorpha; f__unknown; g__Firoloida; s__Firoloida demarestia
OTU_252	0	0	0	0	0	2006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Calanidae; g__Calanus; s__Calanus pacificus
OTU_255	0	0	0	0	0	0	0	0	0	0	1967	0	0	2	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae;g__;s__
OTU_257	0	0	0	0	0	0	0	0	381	378	732	328	40	953	515	0	0	11	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Euchaetidae; g__Paraeuchaeta; s__Paraeuchaeta biloba
OTU_258	0	0	0	0	0	1	0	0	0	0	0	744	77	3237	562	183	0	46	0	168	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Euphausiacea; f__Euphausiidae; g__Euphausia; s__Euphausia tenera
OTU_260	0	0	0	0	0	0	0	0	0	0	0	0	2060	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae;g__;s__
OTU_262	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	266	0	1610	0	270	0	k__Eukaryota; p__Cnidaria; c__Hydrozoa; o__Siphonophorae; f__Prayidae; g__Rosacea;s__
OTU_263	0	0	0	0	0	0	0	0	0	0	7	0	0	2350	0	2	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Insecta; o__Lepidoptera; f__unknown; g__unknown; s__Lepidoptera sp. BOLD:AAA3475
OTU_265	22	114	133	190	667	268	135	27	378	746	496	537	822	160	144	144	8	13	30	135	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Paracalanidae; g__Paracalanus;s__
OTU_268	0	0	0	0	0	0	1	0	0	9	1219	2514	114	119	382	180	0	182	0	162	0	k__Eukaryota; p__Chordata; c__Actinopteri; o__Stomiiformes; f__Phosichthyidae; g__Vinciguerria; s__Vinciguerria lucetia
OTU_270	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1058	0	0	0	954	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Amphipoda; f__Hyperiidae; g__unknown; s__Hyperiidae sp. BMOO-09829
OTU_271	0	0	11	2101	7	0	6	0	0	0	0	2	0	0	0	0	1	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae; g__Eucalanus; s__Eucalanus californicus
OTU_273	0	0	0	0	0	0	0	0	0	1538	259	35	149	0	0	141	0	0	0	109	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Paracalanidae; g__Bestiolina; s__Bestiolina similis
OTU_274	45	363	338	4	1395	368	752	1082	20	15	1	2	3	1	0	0	34	0	119	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Clausocalanidae; g__Clausocalanus; s__Clausocalanus pergens
OTU_275	0	0	0	0	0	0	0	0	72	0	1670	38	406	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Branchiopoda; o__Diplostraca; f__Podonidae; g__Evadne; s__Evadne spinifera
OTU_277	0	0	0	0	0	0	0	0	39	47	1065	526	843	575	519	25	0	11	0	6	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Cyclopoida; f__Oithonidae; g__unknown; s__Oithonidae sp. DZMB624
OTU_279	3468	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Euchaetidae; g__Paraeuchaeta; s__Paraeuchaeta hebes
OTU_280	0	0	0	0	0	0	0	0	0	0	18	0	1443	10	1	388	0	49	0	316	0	k__Eukaryota; p__Cnidaria; c__Hydrozoa; o__Trachymedusae; f__Geryoniidae; g__Geryonia; s__Geryonia proboscidalis
OTU_282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1975	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae;g__;s__
OTU_284	0	0	0	0	0	0	0	0	0	0	0	2028	0	0	0	6	0	4	0	0	0	k__Eukaryota; p__Mollusca; c__Gastropoda; o__Littorinimorpha; f__Littorinidae; g__Littoraria; s__Littoraria angulifera
OTU_291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1948	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Euphausiacea; f__Euphausiidae; g__Stylocheiron; s__Stylocheiron carinatum
OTU_294	0	0	1304	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	561	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae; g__Eucalanus; s__Eucalanus californicus
OTU_295	0	0	0	0	0	0	0	0	0	0	74	242	141	1385	318	2	0	38	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae; g__Eucalanus; s__Eucalanus pseudattenuatus
OTU_296	1871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Amphipoda; f__Lestrigonidae; g__Phronimopsis; s__Phronimopsis spinifera
OTU_297	0	0	0	0	0	1	0	0	0	0	0	0	0	2366	0	104	0	0	0	29	0	k__Eukaryota; p__Cnidaria; c__Hydrozoa; o__Siphonophorae; f__Forskaliidae; g__Forskalia; s__Forskalia contorta
OTU_300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1873	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae; g__Eucalanus; s__Eucalanus subtenuis
OTU_301	0	0	0	0	0	0	0	0	0	0	0	0	1	114	1613	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Euphausiacea; f__Euphausiidae; g__Euphausia; s__Euphausia tenera
OTU_302	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1749	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae;g__;s__
OTU_304	0	0	1	0	604	880	91	144	234	55	181	0	114	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Acartiidae; g__Acartia; s__Acartia negligens
OTU_305	0	0	0	0	0	0	0	0	0	6	0	82	2376	37	34	598	0	345	0	739	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae; g__Subeucalanus; s__Subeucalanus pileatus
OTU_306	69	88	1124	21	171	54	319	7	197	93	310	38	13	0	0	0	7	0	423	2	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Clausocalanidae; g__Clausocalanus; s__Clausocalanus arcuicornis
OTU_307	0	0	0	0	0	0	0	2016	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Calanidae; g__Calanus; s__Calanus pacificus
OTU_308	0	0	0	0	0	0	0	0	104	438	465	245	219	65	47	141	0	20	0	140	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Paracalanidae; g__Acrocalanus;s__
OTU_311	1292	594	0	19	0	3	5	0	0	12	0	11	10	0	0	0	0	0	0	0	0	k__Eukaryota;p__;c__;o__;f__;g__;s__
OTU_312	0	0	828	0	0	0	0	0	62	1	2	451	7	37	0	935	1	486	399	1053	0	k__Eukaryota; p__Mollusca; c__Gastropoda; o__Thecosomata; f__Cavoliniidae; g__Hyalocylis; s__Hyalocylis striata
OTU_314	73	616	274	123	225	78	174	10	8	5	3	1	6	1	1	0	34	0	122	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Clausocalanidae; g__Clausocalanus; s__Clausocalanus furcatus
OTU_316	0	0	0	0	0	0	0	0	0	18	53	481	618	106	58	373	0	95	0	446	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Paracalanidae; g__Acrocalanus; s__Acrocalanus longicornis
OTU_321	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1649	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae; g__Eucalanus; s__Eucalanus californicus
OTU_323	0	1565	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Calanidae; g__Calanus; s__Calanus pacificus
OTU_325	172	288	766	15	980	1635	0	219	121	0	0	0	0	0	0	9	46	0	310	9	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Calanidae; g__Calanus; s__Calanus pacificus
OTU_326	55	1119	445	315	300	69	166	2	19	11	1	0	1	0	0	0	37	0	150	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Calocalanidae; g__Calocalanus; s__Calocalanus tenuis
OTU_327	0	1	0	0	0	0	0	0	0	1683	0	0	161	0	7	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae;g__;s__
OTU_330	0	0	0	0	0	0	0	0	0	0	0	0	0	1557	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae; g__Eucalanus; s__Eucalanus subtenuis
OTU_331	0	0	0	0	5	1078	498	0	380	3	59	0	0	0	0	1	0	0	0	0	0	k__Eukaryota; p__unknown; c__Dinophyceae; o__Syndiniales; f__Syndiniaceae; g__Hematodinium;s__
OTU_332	0	0	1	3	0	1455	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	k__Eukaryota; p__Cnidaria; c__Hydrozoa; o__Siphonophorae; f__Diphyidae; g__Lensia; s__Lensia campanella
OTU_337	0	0	0	0	0	0	0	1	0	0	0	86	0	0	0	789	0	1960	0	661	0	k__Eukaryota; p__Arthropoda; c__Branchiopoda; o__Diplostraca; f__Podonidae; g__Pseudevadne; s__Pseudevadne tergestina
OTU_339	0	0	0	0	0	1	0	0	0	0	0	0	0	1649	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae;g__;s__
OTU_340	0	0	0	0	0	0	0	0	0	0	0	1596	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Paracalanidae; g__Bestiolina; s__Bestiolina similis
OTU_341	0	133	210	0	757	291	0	0	0	0	1	0	2	0	0	0	163	0	84	0	0	k__Eukaryota; p__Cnidaria; c__Hydrozoa; o__Siphonophorae; f__Forskaliidae; g__Forskalia; s__Forskalia contorta
OTU_350	0	39	340	0	846	167	6	0	0	0	2	0	0	0	0	0	2225	0	123	0	0	k__Eukaryota; p__Cnidaria; c__Hydrozoa; o__Siphonophorae; f__Forskaliidae; g__Forskalia; s__Forskalia contorta
OTU_351	9	25	31	18	3	3	0	237	70	173	1	164	233	1	0	324	10	104	29	408	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Paracalanidae; g__Paracalanus; s__Paracalanus sp. C AC-2013
OTU_354	0	0	0	0	0	0	0	0	1484	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Chordata; c__Actinopteri; o__Stomiiformes; f__Stomiidae; g__Stomias; s__Stomias atriventer
OTU_355	0	324	1502	0	116	535	193	71	2	8	279	52	26	1	0	36	120	4	515	16	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Calanidae; g__Mesocalanus; s__Mesocalanus tenuicornis
OTU_356	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1548	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae;g__;s__
OTU_360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2467	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae; g__Eucalanus; s__Eucalanus subtenuis
OTU_361	0	0	0	1565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	k__Eukaryota; p__Cnidaria; c__Hydrozoa; o__Siphonophorae; f__Diphyidae; g__Lensia; s__Lensia campanella
OTU_363	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1441	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae;g__;s__
OTU_364	0	0	890	295	359	2	8	8	0	0	0	0	0	0	0	0	0	0	552	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Centropagidae; g__Sinocalanus; s__Sinocalanus tenellus
OTU_366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	682	0	0	0	676	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Amphipoda; f__Hyperiidae; g__unknown; s__Hyperiidae sp. BMOO-09829
OTU_367	0	0	0	0	0	0	1	0	0	4	0	4	0	0	2740	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae;g__;s__
OTU_368	0	0	0	0	0	0	0	0	0	0	0	0	1370	2	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae;g__;s__
OTU_371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	622	0	684	0	711	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Decapoda; f__Portunidae; g__Achelous; s__Achelous gibbesii
OTU_372	0	0	0	0	0	0	0	0	0	0	0	0	0	1500	4	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae;g__;s__
OTU_373	0	0	0	0	0	52	0	0	2	42	150	191	473	0	0	332	0	77	0	343	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida;f__;g__;s__
OTU_374	0	0	0	0	0	0	0	0	853	2	3	3	0	1	2	0	0	579	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Scolecitrichidae; g__Scolecithrix; s__Scolecithrix danae
OTU_376	0	0	0	3	1295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Cnidaria; c__Hydrozoa; o__Siphonophorae; f__Diphyidae; g__Lensia; s__Lensia campanella
OTU_377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	934	0	1443	0	1060	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Decapoda; f__Portunidae; g__Achelous; s__Achelous gibbesii
OTU_379	0	81	9	94	210	1293	26	431	144	154	110	29	95	0	3	0	5	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Mecynoceridae; g__Mecynocera; s__Mecynocera clausi
OTU_380	0	0	0	0	1	0	0	0	0	0	0	35	1153	0	3	971	0	79	0	775	0	k__Eukaryota; p__Arthropoda; c__Branchiopoda; o__Diplostraca; f__Podonidae; g__Pseudevadne; s__Pseudevadne tergestina
OTU_383	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	862	0	1290	0	875	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Decapoda;f__;g__;s__
OTU_385	0	0	0	0	0	0	0	0	0	0	0	0	0	1478	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae;g__;s__
OTU_389	0	18	1145	0	1	0	0	0	0	0	12	0	0	0	0	2	260	0	543	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Aetideidae; g__Aetideus; s__Aetideus bradyi
OTU_394	0	0	0	0	0	0	0	0	0	0	0	0	0	1405	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae;g__;s__
OTU_396	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	407	0	632	0	446	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Decapoda; f__Portunidae; g__Achelous;s__
OTU_401	0	1425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Calanidae; g__Calanus; s__Calanus pacificus
OTU_402	0	0	4	0	0	1283	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	k__Eukaryota; p__Cnidaria; c__Hydrozoa; o__Siphonophorae; f__Diphyidae; g__Lensia; s__Lensia campanella
OTU_404	0	0	0	0	0	0	0	0	0	0	0	0	0	1298	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae;g__;s__
OTU_405	207	964	674	27	147	76	54	198	5	5	1	0	1	0	0	0	72	0	267	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Paracalanidae; g__Paracalanus; s__Paracalanus sp. C AC-2013
OTU_412	0	0	0	0	0	0	0	0	0	0	0	1	2	1230	6	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae;g__;s__
OTU_414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1234	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Eucalanidae; g__Eucalanus; s__Eucalanus subtenuis
OTU_417	1596	0	18	0	0	0	0	0	1	0	0	0	0	0	0	0	15	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Malacostraca; o__Euphausiacea; f__Euphausiidae; g__Euphausia; s__Euphausia pacifica
OTU_418	0	0	715	8	167	159	0	0	0	0	0	0	0	0	0	0	184	0	187	0	0	k__Eukaryota; p__Arthropoda; c__Branchiopoda; o__Diplostraca; f__Podonidae; g__Evadne; s__Evadne nordmanni
OTU_419	1	0	0	53	55	0	45	0	3261	905	1162	1411	553	45	168	467	0	974	0	390	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Scolecitrichidae; g__Scolecithrix; s__Scolecithrix danae
OTU_420	0	13	0	0	1229	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Aetideidae; g__Euchirella;s__
